name,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,feature21,feature22,feature23,feature24,feature25,feature26,feature27,feature28,feature29,feature30,feature31,feature32,feature33,feature34,feature35,feature36,feature37,feature38,feature39,feature40,feature41,feature42,feature43,feature44,feature45,feature46,feature47,feature48,feature49,feature50,feature51,feature52,feature53,label
fuzz_1049.v,17,3,24,3,5,35,3,1,7,3,3,5,2,8,3,6,1,0,2,3,3,2,0,1,4,0,5,4,1,3,2,2,29,38,20,0,20,3,0,0,2,2,24,18,54,56,1,12,73,15,3,38,17,0
fuzz_6101,27,5,35,1,2,46,3,6,12,2,3,5,4,8,3,0,7,1,2,5,4,1,5,1,1,3,0,2,2,5,2,1,41,38,48,14,34,5,3,28,0,0,21,38,61,44,0,0,51,6,1,17,27,0
fuzz_3210,283,8,140,7,12,372,29,18,85,24,34,41,37,72,32,13,92,18,17,22,24,14,90,14,17,10,10,15,7,39,19,13,308,359,367,244,123,8,74,0,8,8,193,249,553,411,4,53,454,40,7,124,283,0
fuzz_7947_bug,1217,87,663,9,54,1160,98,100,258,116,101,119,94,187,87,59,342,46,37,57,59,44,347,56,61,43,47,57,58,108,43,56,1061,1283,1741,1139,602,87,285,223,10,10,617,1028,1959,1354,9,68,1406,52,9,128,1217,1
fuzz_5369,404,95,527,8,22,433,40,34,95,34,35,47,34,81,33,22,40,23,28,35,25,19,49,25,28,19,23,30,19,47,22,36,456,513,642,143,499,95,22,435,8,8,278,446,959,577,10,54,621,46,8,163,404,0
fuzz_4450,467,9,227,9,20,467,42,35,103,39,37,46,46,73,46,22,147,17,26,23,20,23,150,25,27,20,18,16,26,48,22,26,460,577,600,400,200,9,119,0,9,9,260,407,840,646,10,59,695,50,9,169,467,0
fuzz_3605,17,0,9,2,3,56,5,6,17,4,4,2,2,8,8,3,12,4,4,2,1,4,8,2,1,5,0,2,1,4,4,2,46,36,22,14,8,0,5,0,1,1,35,22,38,52,4,7,61,11,2,31,17,0
fuzz_6360,334,72,410,6,20,404,33,41,87,43,37,35,35,63,30,24,31,15,15,19,16,17,36,20,27,19,13,18,18,31,19,21,407,400,503,120,383,72,17,386,6,6,251,345,752,446,6,40,480,34,6,106,334,0
fuzz_5187,479,127,612,6,20,557,51,39,114,51,50,46,71,91,44,22,50,22,23,22,18,31,39,21,20,29,29,32,18,58,30,26,541,558,767,175,592,127,21,518,6,6,303,519,1010,602,6,38,634,32,6,117,479,0
fuzz_7498_bug,406,91,339,8,13,653,48,59,132,70,64,60,60,112,48,23,61,27,26,32,33,29,60,29,30,40,35,28,28,64,30,31,583,493,609,300,309,91,35,0,10,10,408,607,1173,556,6,69,605,47,8,144,406,1
fuzz_3486,202,4,106,3,9,223,18,25,47,26,18,19,21,34,15,7,69,7,8,7,11,18,70,11,12,7,6,8,13,26,10,8,200,238,268,174,94,4,59,0,2,2,125,171,353,259,3,13,275,16,3,54,202,0
fuzz_3338,395,9,180,7,15,351,35,32,72,34,33,30,32,62,21,11,130,15,15,18,20,19,134,15,12,22,18,19,9,43,13,17,329,476,529,361,168,9,116,0,9,9,224,298,574,534,9,61,572,40,7,130,395,0
fuzz_6832,246,59,311,4,10,301,24,24,72,26,18,24,29,57,27,10,37,12,13,19,20,13,29,13,13,13,12,9,11,31,12,12,259,297,399,101,298,59,16,272,3,3,180,281,489,326,4,19,348,22,4,76,246,0
fuzz_2680.v,15,4,22,4,5,43,6,6,7,3,3,2,3,7,6,1,1,0,2,1,0,0,1,1,3,2,3,1,1,0,1,1,27,46,19,0,19,4,0,0,3,3,31,26,47,71,2,18,93,20,4,54,15,0
fuzz_4191,264,4,131,8,14,240,22,16,58,21,24,17,13,44,25,12,85,12,15,7,16,9,83,12,11,17,14,14,13,30,13,11,217,352,341,221,120,4,71,0,7,7,146,213,475,407,3,46,457,45,8,140,264,0
fuzz_4276,87,2,37,6,5,152,10,13,38,12,10,15,11,32,11,7,30,6,6,10,6,9,32,4,6,9,7,11,6,17,8,6,115,144,114,83,31,2,25,0,5,5,72,86,184,189,7,32,221,33,6,95,87,0
fuzz_921.v,22,7,40,4,5,35,6,1,9,1,1,3,4,7,3,2,3,2,2,6,0,3,3,0,5,0,1,2,5,4,2,3,48,46,35,0,35,7,0,0,5,5,24,42,83,72,1,30,95,20,4,49,22,0
fuzz_1272.v,0,0,0,1,0,10,0,1,1,0,0,0,0,4,4,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,10,9,0,0,0,0,0,0,0,0,11,5,8,15,1,0,20,5,1,14,0,0
fuzz_5784,33,12,47,1,4,47,4,2,11,5,4,0,8,8,5,3,4,3,1,2,2,2,3,5,2,3,2,2,2,6,3,2,38,47,52,7,45,12,1,34,0,0,25,37,60,55,2,0,60,6,1,20,33,0
fuzz_5084,68,12,76,6,8,115,8,9,28,5,10,11,10,20,14,7,11,3,6,5,2,1,10,2,6,5,3,2,6,9,9,8,109,121,95,25,70,12,6,80,6,6,70,88,176,167,7,38,199,33,6,92,68,0
fuzz_6197,9,1,9,1,1,12,1,0,4,1,1,1,3,1,0,0,1,1,1,0,0,2,1,1,1,0,1,1,0,1,0,0,10,13,13,5,8,1,1,12,0,0,6,10,23,18,0,0,24,5,1,9,9,0
fuzz_6766,157,40,189,4,8,198,17,17,49,21,10,15,20,35,14,4,15,8,10,6,6,7,15,12,10,7,13,13,10,20,10,4,191,193,235,56,179,40,10,176,3,3,117,172,349,224,5,20,246,23,4,62,157,0
fuzz_2087.v,29,8,43,5,9,48,8,3,10,1,4,5,4,11,2,3,3,3,0,1,2,1,0,6,3,5,2,4,3,7,3,2,59,61,40,0,40,8,0,0,4,4,34,58,98,92,2,24,120,25,5,61,29,0
fuzz_7019,302,61,347,6,15,375,44,29,81,28,38,24,33,69,29,17,30,13,20,15,22,14,45,14,17,17,16,23,23,34,12,23,348,372,436,106,330,61,20,311,7,7,235,296,669,419,6,46,453,34,6,111,302,0
fuzz_3474,34,2,18,3,3,61,9,5,15,4,2,3,6,11,6,4,9,3,2,1,2,4,10,4,3,1,1,4,3,6,2,3,48,60,44,29,15,2,7,0,2,2,32,44,110,79,1,13,97,16,3,44,34,0
fuzz_2297.v,16,6,31,4,5,55,6,5,13,4,9,2,4,7,5,5,4,3,3,0,6,2,4,1,5,4,3,3,2,2,3,6,58,46,26,0,26,6,0,0,4,4,40,30,88,73,3,24,94,20,4,54,16,0
fuzz_5634,200,57,303,6,12,308,30,22,69,22,26,27,20,65,27,16,23,8,19,13,14,9,20,17,12,9,13,14,12,21,12,11,257,254,361,70,291,57,8,249,5,5,177,242,507,300,7,34,333,34,6,93,200,0
fuzz_3974,20,0,10,2,1,40,3,5,9,5,2,1,4,10,1,2,6,1,3,5,5,4,9,3,3,2,2,2,2,7,3,4,48,40,25,18,7,0,5,0,1,1,27,36,70,53,1,6,65,11,2,32,20,0
fuzz_3448,330,9,191,6,14,357,23,29,85,34,33,27,41,60,25,20,103,21,13,22,21,17,105,16,15,18,21,15,18,41,19,17,351,385,449,273,176,9,90,0,7,7,211,290,610,432,7,46,464,33,6,95,330,0
fuzz_7083,106,20,124,4,4,154,9,17,41,12,18,17,4,27,9,6,12,6,13,5,6,7,19,7,7,5,5,8,7,20,10,9,141,152,158,41,117,20,7,111,3,3,99,103,227,183,6,20,203,22,4,71,106,0
fuzz_1919.v,6,0,6,1,2,8,1,1,3,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,2,0,0,0,1,1,0,9,16,6,0,6,0,0,0,0,0,9,14,12,22,1,0,27,5,1,15,6,0
fuzz_2467.v,14,10,33,2,3,42,3,3,10,8,1,3,3,4,7,1,1,0,0,4,2,2,1,2,4,4,1,1,1,4,1,3,46,28,29,0,29,10,0,0,1,1,18,42,64,40,1,6,51,10,2,25,14,0
fuzz_1564.v,1,0,1,3,1,12,2,1,2,1,1,2,1,2,0,0,0,1,1,0,0,0,0,0,0,1,2,0,1,5,0,1,10,25,1,0,1,0,0,0,4,4,4,12,31,44,0,24,62,15,3,43,1,0
fuzz_467.v,14,4,20,5,4,32,1,3,8,1,3,1,5,6,4,3,3,1,1,1,2,0,3,0,0,1,1,0,1,10,0,4,42,44,20,0,20,4,0,0,4,4,29,29,69,74,1,24,103,25,5,59,14,0
fuzz_5830,336,74,427,7,20,376,29,28,78,32,34,35,36,64,40,23,40,14,11,20,21,20,36,25,18,18,18,16,17,31,18,20,376,402,515,106,409,74,15,385,7,7,223,360,675,452,5,46,492,38,7,111,336,0
fuzz_3589,328,6,164,6,18,363,34,30,81,27,26,36,35,59,35,15,99,8,17,13,10,13,99,15,14,13,17,17,14,35,12,18,314,419,426,276,150,6,86,0,5,5,212,303,535,460,4,32,494,32,6,128,328,0
fuzz_912.v,6,1,8,3,2,19,2,3,4,3,2,1,2,2,0,0,0,1,0,1,0,3,4,0,1,1,1,2,0,3,1,2,18,31,7,0,7,1,0,0,2,2,10,19,27,50,2,12,66,15,3,42,6,0
fuzz_5872,332,82,443,6,10,393,32,36,90,44,25,35,25,65,41,14,36,22,18,27,19,22,33,17,13,19,28,25,17,33,20,15,375,391,545,115,430,82,19,375,5,5,228,390,676,437,7,33,470,34,6,98,332,0
fuzz_6505,332,79,415,7,17,457,38,47,92,42,43,40,41,76,38,13,29,21,17,20,16,26,33,26,7,21,34,24,27,37,24,18,373,427,524,116,408,79,14,403,9,9,270,367,708,478,5,56,517,37,7,141,332,0
fuzz_7605_bug,197,12,126,4,13,207,16,21,43,19,16,21,13,43,15,14,56,9,9,6,9,8,54,5,7,13,12,9,15,26,8,6,195,232,268,149,119,12,46,34,3,3,131,173,344,262,6,19,281,21,4,59,197,1
fuzz_1556.v,8,3,13,2,2,19,2,2,3,3,2,2,1,3,1,0,1,0,1,0,1,0,1,1,1,1,0,2,1,0,1,2,21,18,12,0,12,3,0,0,1,1,15,12,37,29,0,6,41,10,2,21,8,0
fuzz_336.v,24,9,40,4,5,55,10,5,11,4,7,3,6,6,3,1,1,4,5,7,1,6,4,4,2,3,1,0,0,7,4,5,50,57,38,0,38,9,0,0,3,3,39,42,99,82,2,18,104,20,4,56,24,0
fuzz_2954.v,22,5,35,5,7,56,6,10,11,5,5,6,3,6,4,1,1,3,2,1,4,3,1,5,3,3,3,0,4,3,2,2,49,61,32,0,32,5,0,0,4,4,23,42,101,93,3,24,120,25,5,68,22,0
fuzz_1976.v,0,0,0,1,0,6,0,0,2,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,11,0,0,0,0,0,0,0,0,3,3,5,16,0,0,22,5,1,16,0,0
fuzz_817.v,8,0,8,4,5,32,4,4,8,3,2,2,2,5,2,0,0,1,0,0,0,1,4,1,0,1,2,2,1,5,1,2,31,37,8,0,8,0,0,0,6,6,24,21,44,66,3,36,87,20,4,55,8,0
fuzz_1444.v,5,2,9,1,1,11,2,0,4,0,1,1,0,3,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,5,12,9,0,9,2,0,0,0,0,11,5,18,18,1,0,23,5,1,12,5,0
fuzz_1407.v,7,3,13,3,1,27,2,1,10,4,0,1,3,5,1,1,3,0,0,0,2,0,3,1,0,1,0,2,5,1,0,1,24,37,13,0,13,3,0,0,2,2,17,19,36,57,3,12,72,15,3,47,7,0
fuzz_2513.v,15,3,21,4,4,40,6,4,8,3,3,2,4,7,3,0,2,2,2,4,3,0,2,2,0,3,4,3,3,1,1,0,46,51,21,0,21,3,0,0,5,5,20,42,52,78,2,30,100,20,4,61,15,0
fuzz_4524,0,0,0,1,0,2,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,6,0,0,0,0,0,0,0,0,6,9,10,11,0,0,17,5,1,11,0,0
fuzz_4178,0,0,6,3,0,49,3,2,11,7,3,5,3,8,7,4,4,2,1,4,7,5,1,1,6,1,2,3,2,3,3,1,46,33,0,0,0,0,0,0,2,2,32,22,35,54,3,13,70,16,3,51,0,0
fuzz_3060.v,19,9,40,1,3,38,6,8,7,3,1,2,3,5,3,1,4,1,0,0,3,1,2,3,2,3,3,2,2,4,2,1,42,26,38,0,38,9,0,0,0,0,17,33,74,31,0,0,37,5,1,12,19,0
fuzz_4034,284,7,148,7,13,293,28,28,60,20,28,26,20,52,31,18,87,11,18,14,12,18,90,17,14,17,19,16,11,30,14,11,298,366,363,229,134,7,73,0,7,7,177,269,517,417,5,45,458,39,7,128,284,0
fuzz_1597.v,12,2,20,3,3,16,2,0,3,0,3,3,2,3,0,0,2,2,1,1,1,5,2,2,3,2,2,0,0,4,1,1,19,33,17,0,17,2,0,0,3,3,12,19,46,53,2,18,69,15,3,39,12,0
fuzz_2806.v,23,5,32,3,7,37,3,4,5,2,6,1,4,7,5,4,2,4,0,1,1,1,2,4,3,0,4,2,5,3,1,1,42,48,29,0,29,5,0,0,3,3,17,38,89,66,0,18,84,15,3,43,23,0
fuzz_492.v,8,2,11,2,3,11,0,0,2,1,3,1,1,3,0,1,0,1,1,0,0,0,0,2,1,0,1,0,0,0,0,2,16,21,10,0,10,2,0,0,1,1,8,20,21,32,0,6,44,10,2,24,8,0
fuzz_7213_bug,143,2,43,6,11,214,19,23,44,9,16,20,24,37,22,10,43,15,13,10,10,9,45,12,13,11,9,20,12,16,14,10,245,231,182,152,30,2,36,0,6,6,151,182,352,276,6,39,309,33,6,127,143,1
fuzz_5105,196,45,272,3,9,259,25,21,62,28,25,22,26,31,19,16,25,10,12,12,10,15,33,17,12,14,15,15,13,27,11,15,281,222,331,71,260,45,17,262,2,2,139,219,482,242,2,13,259,16,3,44,196,0
fuzz_6884,348,89,454,9,19,430,31,32,114,44,33,26,34,84,32,23,36,27,20,24,20,23,40,17,19,25,20,33,28,50,13,19,417,434,565,130,435,89,16,384,8,8,271,419,823,502,10,52,551,50,9,144,348,0
fuzz_1939.v,0,0,0,1,0,8,1,0,0,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,7,7,0,0,0,0,0,0,0,0,5,5,7,13,1,0,18,5,1,12,0,0
fuzz_2406.v,3,0,4,1,2,6,1,0,0,0,2,2,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,4,6,3,0,3,0,0,0,0,0,1,3,8,11,0,0,17,5,1,8,3,0
fuzz_49.v,12,3,16,4,6,20,2,2,5,0,1,3,0,5,2,1,1,1,0,0,3,0,0,0,1,0,0,3,3,2,1,1,18,47,15,0,15,3,0,0,3,3,21,19,44,71,1,18,94,20,4,58,12,0
fuzz_5896,200,54,284,6,12,280,24,22,64,23,23,20,29,49,26,13,27,10,25,20,13,15,24,18,12,18,11,8,15,32,14,16,316,259,338,66,272,54,9,250,6,6,184,275,515,306,7,41,339,34,6,99,200,0
fuzz_4581,327,6,160,4,10,294,26,29,77,17,20,21,19,67,18,17,98,11,10,16,13,12,104,13,11,16,17,17,18,34,10,19,278,375,424,275,149,6,86,0,3,3,170,268,546,402,3,19,424,21,4,72,327,0
fuzz_59.v,30,9,46,3,8,46,3,3,13,4,4,1,5,9,4,2,2,3,2,3,2,7,1,2,0,1,0,1,3,0,2,0,38,54,46,0,46,9,0,0,2,2,17,53,83,72,1,12,89,15,3,41,30,0
fuzz_2773.v,9,2,13,4,2,36,4,1,10,5,2,2,0,9,3,2,0,2,3,2,1,0,2,0,0,1,2,0,2,3,0,1,19,48,13,0,13,2,0,0,3,3,27,21,45,73,2,18,95,20,4,62,9,0
fuzz_6905,280,69,407,7,18,416,31,39,89,42,35,28,40,65,47,24,33,19,17,20,18,28,34,19,20,15,17,21,20,45,24,16,420,362,484,97,387,69,13,338,8,8,221,381,703,412,4,50,453,38,7,128,280,0
fuzz_5436,207,53,244,6,11,313,24,24,68,18,33,37,20,61,28,16,25,15,7,20,15,15,24,12,11,11,12,14,19,26,16,12,263,287,312,79,233,53,10,225,7,7,162,224,473,335,8,45,366,33,6,120,207,0
fuzz_2188.v,3,1,4,1,2,12,3,0,3,1,0,1,1,3,0,1,1,0,0,0,3,2,0,0,0,0,0,1,0,1,1,0,26,14,4,0,4,1,0,0,0,0,4,11,25,19,0,0,25,5,1,16,3,0
fuzz_6334,104,29,158,7,8,212,21,17,57,16,16,19,16,39,11,6,12,10,7,7,11,11,11,12,6,14,6,6,8,24,8,13,187,179,185,33,152,29,5,152,7,7,127,142,339,230,7,45,267,37,7,119,104,0
fuzz_4674,238,6,120,4,10,212,9,21,48,15,18,20,17,40,24,6,75,8,12,13,11,11,72,12,9,9,12,24,12,21,10,10,161,283,313,202,111,6,65,0,3,3,130,183,321,314,6,19,334,22,4,70,238,0
fuzz_3451,329,6,151,7,15,316,27,32,73,25,27,27,36,52,17,18,110,11,7,15,15,13,104,17,8,15,15,11,11,27,12,22,253,408,434,291,143,6,91,0,6,6,179,272,527,458,7,38,495,37,7,122,329,0
fuzz_2939.v,2,0,3,3,2,11,1,1,3,1,1,2,0,0,2,2,0,1,0,1,0,2,1,1,1,1,0,0,2,3,3,1,19,21,2,0,2,0,0,0,3,3,16,9,33,41,2,18,57,15,3,37,2,0
fuzz_6709,169,46,238,6,12,238,25,21,52,25,18,22,21,37,17,12,18,10,11,8,14,7,15,15,13,16,11,16,9,22,18,10,234,237,272,47,225,46,5,225,7,7,145,217,428,282,6,46,314,32,6,107,169,0
fuzz_4649,134,9,73,6,5,215,17,20,50,16,19,16,21,33,23,13,43,11,9,11,12,12,44,7,9,5,7,10,12,19,8,13,181,208,178,114,64,9,31,0,5,5,128,159,311,254,7,33,287,34,6,113,134,0
fuzz_578.v,12,4,22,3,3,30,2,3,6,4,4,0,5,3,3,1,0,3,0,2,0,2,2,1,2,2,3,2,0,3,1,1,23,28,20,0,20,4,0,0,2,2,18,21,42,45,0,12,63,15,3,33,12,0
fuzz_4699,136,1,71,2,5,126,12,12,23,7,15,9,18,17,13,7,38,9,6,7,6,6,38,5,3,3,6,4,3,7,3,8,118,158,172,104,68,1,34,0,1,1,75,100,196,172,3,6,181,10,2,33,136,0
fuzz_3500,552,21,292,7,20,499,45,43,114,46,33,47,32,87,52,17,167,31,22,21,18,27,163,22,23,28,23,21,19,43,22,22,414,630,725,456,269,21,142,0,6,6,279,430,872,678,5,37,717,37,7,121,552,0
fuzz_6137,125,34,170,2,5,167,18,12,38,15,9,16,17,28,14,8,12,11,6,11,9,6,11,10,5,5,5,5,10,17,7,13,165,138,212,47,165,34,2,139,1,1,97,168,268,151,1,6,163,11,2,25,125,0
fuzz_6467,172,41,249,6,6,300,29,29,62,33,21,26,28,45,27,10,21,15,23,13,14,13,26,14,16,16,14,16,11,26,14,10,220,257,306,73,233,41,11,218,5,5,193,224,465,303,7,33,336,34,6,124,172,0
fuzz_3716,212,6,104,5,12,209,15,18,47,21,21,19,18,40,10,11,69,6,14,12,6,10,71,9,11,2,9,12,13,25,8,12,204,254,284,191,93,6,60,0,4,4,124,169,363,289,4,25,317,27,5,73,212,0
fuzz_1685.v,13,3,16,1,4,26,5,1,6,1,4,0,2,6,1,0,1,0,0,3,2,0,2,0,0,2,0,2,1,0,1,1,25,21,16,0,16,3,0,0,0,0,12,19,31,27,1,0,32,5,1,13,13,0
fuzz_4412,513,16,254,7,19,476,56,44,84,42,44,40,33,86,47,21,150,21,23,15,20,23,147,24,23,14,24,24,18,29,19,26,420,586,667,436,231,16,130,0,6,6,256,396,814,635,5,39,675,38,7,117,513,0
fuzz_1655.v,3,0,3,1,1,3,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,8,3,0,3,0,0,0,0,0,4,2,8,13,0,0,19,5,1,10,3,0
fuzz_4769,16,1,9,1,1,29,3,0,8,3,3,2,1,5,4,1,4,1,0,0,0,0,5,1,1,1,0,0,4,4,2,2,21,24,22,14,8,1,4,0,0,0,8,16,35,30,0,0,37,6,1,14,16,0
fuzz_7318_bug,178,41,117,5,8,301,27,16,69,26,22,29,25,53,34,12,33,10,17,11,12,12,25,18,12,18,12,19,15,31,17,13,283,227,264,159,105,41,10,0,12,12,166,301,555,272,6,80,298,27,5,88,178,1
fuzz_2276.v,24,10,49,4,8,48,5,3,7,5,5,6,7,5,5,0,2,3,5,5,1,2,5,6,3,3,2,0,0,3,1,1,65,44,46,0,46,10,0,0,4,4,36,48,100,70,2,24,92,20,4,44,24,0
fuzz_6124,141,40,192,3,7,237,12,22,51,28,18,15,25,44,22,9,18,8,10,9,11,5,16,7,12,13,5,10,13,14,11,6,213,179,232,52,180,40,6,170,2,2,117,180,336,199,3,12,214,15,3,55,141,0
fuzz_2618.v,27,5,38,4,9,55,2,6,11,1,6,5,6,11,7,4,3,1,4,1,3,2,2,3,2,3,1,1,2,6,1,3,40,64,36,0,36,5,0,0,3,3,44,49,97,90,3,18,111,20,4,60,27,0
fuzz_7067,511,122,650,6,18,614,53,51,127,49,51,56,59,111,57,28,52,34,23,32,19,34,55,29,18,21,24,20,23,65,31,28,528,592,808,176,632,122,28,546,7,7,345,500,1082,639,7,45,671,33,6,121,511,0
fuzz_4457,264,13,131,6,13,287,25,28,63,22,29,17,21,55,27,12,77,14,11,17,12,11,80,12,9,14,16,14,8,23,21,10,269,335,341,219,122,13,65,0,6,6,164,241,498,380,6,40,413,33,6,110,264,0
fuzz_4334,56,3,26,1,1,80,4,11,18,7,5,9,5,12,9,6,17,2,6,1,4,4,18,2,2,4,4,4,0,6,0,0,63,69,78,54,24,3,12,0,0,0,23,68,125,75,0,0,82,6,1,19,56,0
fuzz_611.v,8,4,13,3,3,37,2,3,6,4,6,1,2,8,5,1,1,0,1,1,2,3,2,0,1,3,1,3,4,3,3,0,34,37,12,0,12,4,0,0,4,4,23,27,34,58,2,24,74,15,3,48,8,0
fuzz_1287.v,16,4,21,4,6,43,3,3,10,3,4,5,8,3,4,1,2,1,1,1,1,1,2,2,1,3,4,0,2,3,2,0,23,48,20,0,20,4,0,0,3,3,20,26,51,72,1,18,95,20,4,55,16,0
fuzz_4874,161,35,214,7,9,266,23,20,51,28,20,20,20,51,33,9,12,10,9,6,8,10,18,20,12,14,5,6,12,16,11,6,264,254,248,46,202,35,7,225,6,6,152,219,402,304,5,40,345,39,7,138,161,0
fuzz_7595_bug,225,19,147,3,11,219,24,25,45,12,18,13,22,43,17,12,61,8,9,8,14,6,62,13,14,10,10,9,10,17,11,14,222,250,313,180,133,19,47,45,2,2,119,188,362,275,5,14,291,18,3,45,225,1
fuzz_4196,331,12,163,6,12,336,25,25,70,28,34,27,23,68,36,11,94,23,9,11,12,12,95,14,17,17,23,13,7,34,17,18,308,398,430,284,146,12,80,0,5,5,180,278,620,440,4,33,475,33,6,105,331,0
fuzz_1669.v,1,0,1,1,1,6,1,0,1,0,2,0,0,1,1,0,0,1,0,0,0,0,1,2,0,1,0,0,0,0,0,0,6,6,1,0,1,0,0,0,0,0,8,3,8,12,1,0,17,5,1,10,1,0
fuzz_4800,475,10,214,11,26,540,41,30,128,49,49,45,54,95,49,20,148,25,23,19,26,33,154,32,25,31,25,27,22,57,25,19,545,617,613,424,189,10,127,0,11,11,320,410,852,706,17,72,761,61,11,214,475,0
fuzz_1614.v,14,3,22,3,4,24,5,4,6,0,0,3,2,3,1,0,0,1,2,0,0,1,1,1,3,2,1,2,1,2,1,0,26,34,19,0,19,3,0,0,3,3,19,27,42,54,2,18,70,15,3,38,14,0
fuzz_5416,169,43,223,8,12,312,22,30,73,16,20,27,34,68,22,18,19,24,11,9,17,14,19,19,8,18,12,13,13,28,19,17,274,245,270,55,215,43,8,203,7,7,162,189,412,309,12,46,350,45,8,128,169,0
fuzz_6769,386,97,512,6,19,476,40,38,108,47,23,53,43,77,47,30,36,30,27,22,21,25,37,19,20,18,31,10,25,48,21,21,492,467,596,104,492,97,13,437,5,5,311,419,889,508,4,32,542,32,6,118,386,0
fuzz_4864,229,51,271,7,16,315,32,28,74,29,25,20,28,57,22,13,28,13,15,18,11,16,23,13,12,17,16,16,10,32,13,13,318,297,329,70,259,51,9,249,6,6,207,266,497,348,7,38,386,38,7,112,229,0
fuzz_4542,155,4,80,3,7,145,12,10,37,11,15,16,14,22,8,5,51,8,5,7,14,7,50,7,9,8,8,8,8,18,5,7,146,196,204,133,71,4,42,0,2,2,86,129,276,216,2,12,233,16,3,59,155,0
fuzz_6050,345,73,408,6,19,401,32,37,88,43,35,40,27,65,34,16,47,21,20,21,17,21,45,21,19,23,16,21,22,36,20,15,345,436,537,148,389,73,25,369,6,6,237,325,662,483,9,37,512,32,6,129,345,0
fuzz_2230.v,7,2,12,4,3,28,5,2,6,4,0,4,4,2,1,4,3,2,1,0,3,3,3,2,3,0,4,1,5,1,2,2,39,46,9,0,9,2,0,0,6,6,27,36,63,76,4,36,96,20,4,65,7,0
fuzz_6344,172,34,183,6,10,190,14,16,39,10,15,25,15,44,12,13,22,19,16,7,10,7,24,7,7,9,8,9,7,15,10,5,207,231,244,68,176,34,11,172,5,5,120,207,353,276,6,34,310,34,6,98,172,0
fuzz_5362,405,96,505,7,23,460,47,32,98,27,49,32,46,89,40,18,56,16,24,16,33,27,43,24,26,23,20,18,30,48,21,18,399,491,596,117,479,96,18,420,8,8,252,395,833,545,9,49,580,37,7,131,405,0
fuzz_2886.v,13,4,22,3,5,27,6,3,4,1,3,2,2,5,1,2,1,4,2,1,1,1,0,0,2,1,4,2,3,0,2,0,23,37,20,0,20,4,0,0,2,2,26,19,54,56,2,12,72,15,3,41,13,0
fuzz_6910,151,37,197,7,11,231,15,26,49,18,23,21,23,39,17,6,23,12,8,8,7,8,25,5,15,12,8,11,9,20,9,9,196,225,233,51,182,37,7,197,8,8,141,175,335,281,9,52,318,39,7,121,151,0
fuzz_4613,673,20,366,11,30,658,55,56,136,49,56,77,54,112,63,30,200,29,27,38,30,30,212,38,48,37,40,17,32,60,25,31,644,818,882,564,318,20,170,0,11,11,407,582,1131,898,11,69,956,58,11,214,673,0
fuzz_3275,270,11,147,4,13,218,16,20,51,9,19,25,20,37,21,11,86,16,9,5,12,11,82,6,12,14,11,15,18,21,7,14,204,314,363,228,135,11,72,0,3,3,125,246,415,344,4,20,367,23,4,70,270,0
fuzz_6319,191,44,237,5,10,249,22,17,52,23,30,15,24,48,18,12,20,7,12,17,15,9,24,23,8,16,8,22,14,26,17,14,273,238,298,69,229,44,13,230,4,4,158,200,488,273,5,25,299,26,5,77,191,0
fuzz_5045,158,42,204,3,5,174,9,22,38,11,13,16,16,29,20,11,11,5,8,6,13,8,18,11,13,5,4,6,8,16,4,11,206,177,243,52,191,42,6,162,2,2,108,186,317,198,2,13,216,17,3,38,158,0
fuzz_5063,189,47,256,8,13,284,27,20,61,24,26,23,27,47,29,15,29,9,16,10,12,15,27,14,20,17,23,14,16,26,12,15,287,276,291,55,236,47,11,228,7,7,177,200,470,334,10,43,373,41,8,135,189,0
fuzz_7249_bug,665,56,404,5,50,723,55,64,167,54,62,59,72,126,64,32,148,28,26,31,44,38,137,28,27,43,35,34,29,74,34,29,648,677,864,487,377,56,108,0,4,4,403,625,1312,713,5,25,740,27,5,43,665,1
fuzz_196.v,8,2,13,2,2,27,1,3,1,5,2,4,4,2,5,2,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,0,17,19,12,0,12,2,0,0,1,1,17,16,22,32,2,6,42,10,2,22,8,0
fuzz_6354,66,15,76,2,3,79,3,8,14,7,6,11,4,17,9,4,5,3,0,3,6,5,4,5,2,4,8,9,3,8,3,4,76,81,89,15,74,15,3,77,1,1,33,61,138,94,2,6,104,10,2,26,66,0
